"Feature ID","0 Nans","Average Nans","Random Nans"
0,0.00675179309137,-0.0510715774298,0.0855057524935
1,-0.0908255545107,-0.194359238422,-0.173953883861
2,0.00132369053425,0.207508372431,-0.126481562816
3,0.0594833114329,0.144135329289,-0.0625003071162
4,0.0163521510696,0.109958749413,0.0297771844721
5,0.139252659947,0.0378429286635,0.326608327381
6,0.0192264226689,-0.0157817986271,0.150192326464
7,0.000840832243637,0.0762154247335,-0.143996447264
8,-0.0138394058422,-0.0571726243646,0.043340050397
9,0.0941163306273,0.104509207408,-0.247993914817
10,0.0164963676942,-0.146453785729,0.0304262515055
11,0.00687099756542,-0.00389209339678,0.0815068841052
12,0.0271478164179,0.0108622761264,-0.045702664597
13,-0.0456146942399,-0.0750457042987,-0.0712793301056
14,0.0594789150955,-0.0616112102216,0.198370006669
15,0.0541084017928,0.131435299441,-0.0320375886915
16,0.00623085184964,0.0858705435685,-0.120870451876
17,0.0187578447737,-0.0293108364304,-0.0148728145354
18,-0.121644522033,-0.0396340809157,0.0917250760651
19,0.644284244234,0.83422012513,0.590738350398
20,0.0716509547431,0.273861765781,0.192961303622
21,0.000669677175086,-0.144567205549,-0.154093447189
22,0.142587628057,0.0775425930747,-0.276188816657
23,0.051752640183,-0.157372243688,0.15478294187
24,-0.0542529794,-0.02124370382,-0.135541220574
25,-0.000314073099467,0.060446434534,-0.0163820590976
26,-0.00680927742757,-0.152952029262,0.0320003725227
27,0.0501542620431,0.0581721397883,0.051409401525
28,0.0392810530259,0.0769426573058,0.025444700948
29,-0.093682467673,-0.164866262876,-0.0616640353868
30,-0.165645431787,-0.0278338584157,0.29306391917
31,0.034067435094,-0.0147550200661,0.127350280644
32,0.086364959393,-0.17011151158,0.128957231376
33,-0.164478698764,0.107466426726,0.222921294262
34,-0.0884033684905,-0.175249817978,0.218890591093
35,0.167726040045,-0.0882576123343,-0.0626188405617
36,0.139706031853,-0.0839102914976,-0.0912935918053
37,0.00527264674235,-0.0657585227506,-0.349469863846
38,-0.0681029830189,-0.0805023259775,-0.210641606391
39,-0.174183614844,0.0549801035564,0.0201775177476
40,0.0584887828038,0.0239705869224,-0.0999057266712
41,-0.108140562292,0.140340627009,0.0070892889462
42,-0.0611392890123,0.290065415668,-0.0593513439514
43,-0.0438746748027,0.0871525661301,-0.0904665304642
44,-0.018558598839,-0.0378512179951,-0.104900553438
45,-0.017638631986,-0.0023242052711,-0.041426681736
46,0.0714860543466,0.0267113886668,0.0015595871339
47,-0.0759328927817,-0.105889907653,-0.0471665940918
48,-0.114689213204,0.0310447467546,0.0435612816581
49,-0.0253296258247,-0.0410004833911,0.141409542685
50,0.109026876559,-0.0405766443637,0.0275729065038
51,0.135144775217,-0.0397878499228,0.246809091131
52,-0.0344444932741,0.219966076527,0.24811175133
53,0.00703653459493,-0.0969775790503,0.0123911560796
54,0.0528549984761,0.159989288331,0.171392465792
55,0.200856221392,0.0346582649768,0.304439479283
56,-0.0305181078588,-0.197672519145,-0.16537788511
57,-0.0228048058648,0.0181752276348,-0.00732358822047
58,-0.00965667545553,-0.10245195171,-0.0771374762554
59,0.00665676933654,0.0735637911124,0.0715155601126
60,-0.0427434717793,-0.032533392116,-0.0268886980767
61,0.00403225033647,-0.125572650031,0.0220952029434
62,0.0834524000229,0.0185229240632,-0.0397149522091
63,0.210425603372,0.118305975127,-0.281108493013
64,0.00578180335441,0.00163437330081,-0.0181033768193
65,0.0161511699496,-0.00680330234561,-0.0571512455446
66,0.122764979391,-0.259468720244,-0.215927799866
67,0.0112186908071,0.00456548755564,-0.0162741615558
68,-0.0103852982263,0.205819520303,0.272888322477
69,-0.144680518537,0.0469991334315,0.0970887558497
70,-0.181832329386,0.165627786623,-0.0632295601347
71,-0.0139488470387,0.104347597912,-0.245558061539
72,0.0156137144108,-0.130711412377,0.526204552462
73,-0.0468277024207,-0.280341757409,-0.0649987338392
74,0.0575235080718,-0.0703589430921,0.0138635984912
75,-0.0097124819718,-0.143154043142,0.167480612645
76,-0.0185257725697,0.147418179778,-0.0668980415351
77,-0.0432745972208,0.0684484386217,-0.048242373005
78,0.0350824967777,-0.104850193697,-0.000129967932715
79,0.048307768446,-0.0104419155465,-0.047874780932
80,-0.0152788571985,-0.140799067726,-0.164647458544
81,0.0663274544462,-0.175591306811,0.0157644736368
82,0.0413462664491,-0.119730860401,0.0765085109122
83,0.0294628749872,0.0520048692794,-0.0864589135043
84,0.0693833179826,0.0689633831664,0.0582321191894
85,-0.192763728901,-0.0324016487661,0.131407616764
86,0.0841361450796,-0.230293445409,-0.125867938075
87,0.0398917495011,0.123807529388,0.0899774061496
88,-0.144977410059,-0.0562250348686,0.14361842777
89,-0.0187695530068,0.155179704473,-0.306427593831
90,0.279064331068,0.00999861948279,-0.0183338191504
91,-0.0161468921085,0.0608489365529,0.0122050486157
92,-0.0169109698851,0.043926503947,0.0199926363067
93,0.0378359664178,-0.0168903402701,0.0640643399586
94,-0.00247954469506,0.025199985798,0.0330057824558
95,-0.0684011958168,0.282385899774,-0.113475926649
96,-0.137195723569,0.187849934955,-0.0778337462758
97,0.0103274008207,0.0802541620459,-0.000635406457283
98,-0.0287092127552,0.160542972426,0.0078401448798
99,-6.11518221372e-06,-7.4371032199e-06,-1.87324481421e-05
100,-1.59449378582e-06,-2.22039726669e-06,-2.0505849983e-05
